,text,label
4874,нет оптический стабилизация фоткаета плохо фотка размытый когда покупать думать что хороший чем 2016 год добавить память оперативный память тип водонепроницаемый тип камера 16 а не 13 мегапиксель весь хорошо но весь сводиться на нет без оптический стабилизация фотка ужасный некоторый китаец хороший фоткаета превратить он в обычный звонилка с хороший экран хороший взять 16год переплатить нет смысл,0
4876,микрофон работать плохо собеседник слышать через раз разговаривать надо впритык к микрофон для тот чтобы услышать wi fi работать ужасно батарея садиться на раз не советовать брать хороший доплатить и взять другой модель решить вернуть телефон на 3 день но без проверка никак быть ждать решение сервисный центр,0
4881,аккумулятор весь таки 2000 ма число это очень мало 1 1 5 час серфинг в инуть садить аккумулятор в ноль вино разработчик цифра 2000 ма число для аккумулятор андроид имя надо просто забыть учитывать что это oukitel c5 pro я перепрошить он на андроид 7 в надежда на меньший энергопотребление ничто не измениться купить новый аккумулятор оригинальный для oukitel c5 pro результат тот же зарядка хватить на день если только совершить несколько звонок интернет пожирать батарея очень быстро,0
4884,хороший дисплей угол обзор и уровень яркость радовать глаз громкий динамик довольно качественный сборка аппарат лаг и тормоз как таковой не заметить за такой деньга отличный смартфон если у вы бюджет на покупка смартфон скромный но вы хотеть более менее производительный аппарат с хороший дизайн покупать этот модель,1
4885,камера у конкурент хороший по характеристика дисплей маловатый маленький экран сводить преимущество железо к нуль в сравнение с конкурент том к он не удобный в мощный приложение и особенно в игра плохой дисплей слабый цветопередача сканер отпечаток палец не стабильно работать,0
4886,хороший батарея камера устраивать система хороший в рука хороший сенсор хороший весь нравиться кроме тот что ниже если не глючить получать от телефон удовольствие но нерв гореть когда что то не устраивать,1
4892,экран цена камера андроид 6 0 отличный телефон за свой 5490 весь что нужно есть правда наверно не весь пользоваться,1
4894,плохо ловить сеть очень тихий динамик громкий связь очень скользкий корпус подвисать при входящий звонок заряд батарея на 12 часы пользоваться 1 неделя друг и коллега по работа стать жаловаться что до я не дозвониться действительно аппарат постоянно скакать между 3 g и 2 g при это терять сеть вообще очень низкий приём сеть на улица индикация не выше 2 х палка на индикатор виснуть при входящий звонок звонок идти а экран чёрный то есть не ответить сразу ужасный звук плеер и радио fm в комплектный да и в дорогой наушник hi fi очень тихий динамик гр связь звонок и смс часто пропускаться том к они просто не услышать да лёгкий дизайн не плохой экран хороший на на 2 касание камера приемлемый но функция телефон с хорошеть связь не выполнять возвратить обратно через неделя,0
4899,один недостаток это экран он ужасный угол обзор очень маленькая цветность тоже храмаеткамера я конечно понимать что это бюджетный аппарат но не советовать хороший уж немного доплатить,0
4902,очень приятный цена и размер то что это смартфон и железо не самый плохой я нравиться этот смарт никакой проблема я не доставлять до многий на среднее уровень например камера но он и стоить по честной навигатор хороший вайбер и ватс ап стать и работать отлично батарея до вечер хватать если нетом особо не пользоваться собранный качественно и звонить отлично если большой два приложение одновременно не открывать и кеш чистить работать с приложение не худой дорогой,1
4903,позор производитель это плохой телефон какой быть в мой жизнь по порядок 1 из заявить 8 гб встроить память вы получить всего 4 гб без возможность установка и перенос приложение на sd карта 2 включить 4 g lte вы очень сильно удивиться что телефон совершенно не ловить сеть вообще с сеть постоянный проблема звонок не доходить постоянно приходить сообщение о тот что кто то звонить и не смочь дозвониться провести эксперимент произвести звонок на сей мобильный устройство оператор объявить то абонент временно не доступный хотя телефон лежалый в пара метр и каков же быть мой удивление когда после нажатие кнопка завершение вызов на этот чудо телефон весь таки поступить вызов в вид прозвон такой происходить постоянно вроде кто то звонить брать трубка а в ответ тишина 4 тупить безжалостно и беспощадно мочь зависнуть на долгий время лечиться только перезагрузка 5 батарея за ночь бездействие разряжаться на 20 25 в режим разговор при полный заряд хватить максимум на 2 3 час мочь подумать что это брак какой то отдельный устройство или партия но это не так сдавать по гарантия дать точно такой же с следующий завоз весь точно так же не брать данный устройство,0
4906,вес официально поставляться к мы модель a1778 и a1784 судить по отзыв и тест они иметь глючный беспроводный чип intel ранний ставить qualcomm быть тот готовый что lte прийтись отключать иначе дозвониться к вы регулярно многие не смочь особенно если сигнал неустойчивый или вы в поездка подумать над недостаток если девайс вы нужный не только для фото но и для звонок,0
4910,1 экран 2 быстродействие 3 хороший дизайн 4 фирменный оболочка от хуавеять 5 шикарный камера и основный и фронт 6 хороший звук за этот деньга хороший нету,1
4912,качество изготовление приобрести lg q6 в днс 31 10 2107 не эксплуатировать при попытка наклеить защитный стекло в салон мтс 13 11 2017 быть обнаружить брак дисплей неровность вмятина по край в верхний часть дисплей в днс на обмен не принять отправить в гарантийный ремонт лаконично не обращать внимание на закон и репутационный риск в ремонт брак признать обещать исправить либо заменить дисплей с такой ситуация столкнуться впервые до это быть эриксон нокия айфон соня самсунг проблема не быть,0
4917,шикарный звук через наушник про камера я согласный с тем что написать в отзыв они отличный экран с который даже в полный темнота читать можно не напрягать глаз после тот как приобрести он я перестать пользоваться свой неплохой аудиоплеер звук через наушник у телефон получаться огий как по качество так и по громкость в тот число весь играть очень чисто и максимально точно весь настроить можно том к есть эквалайзер пресет звук полезный и виртуальный 7 1 звук присутствовать вызывной динамик также реветь так что просто нет слово очень громко и звук не расстраивать от один зарядка аккумулятор устройство работать нормальный не требоваться подзаряжать телефон чаща чем раз в день про камера в отзыв и так много что понаписать я и добавить нечего они и вправду отличный быстро фокусироваться и создавать очень качественный снимка,1
4921,очень шустрый экран яркий не тупить камера если поднастроить получаться отличный снимка заряд держать 2 день при активный пользование не играть фильм не смотреть и кстати отлично ловить вай фай там где асус есть ловить пользоваться неделя очень достойный аппарат,1
4929,снимка с фронтальный камера отвратительный качество телефон быть в рабочий состояние несколько часы до сутки не дотянуть час сначала зависнуть перестать реагировать на кнопка через минута выключиться не заряжаться не отзываться на попытка включить,0
4936,камера не очень но а что можно ожидать за такой сумма пользоваться около мес динамик лагаета слегка,0
4939,очень слабый акб хрупкий интерфейс ноль при набор смс вылезать непонятный буква вообще фигня не знать кто писать хвалебный статья но это не владелец 100 телефон,0
4940,искать такой только из за камера и экран как оказаться на 4к съёмка камера сильно тормозить и получаться чуть ли не слайд шоу а частота в 60 кадр сечь там казаться и не пахнуть где посмотреть в камера и изменить частота увы не найти отказаться от он,0
4945,весь кроме недостаток конечно это не суперсмартфон но и вариант бюджетный очень интернет летать картинка хороший память на весь хватать камера работать нормальный мочь и не «телефон для селфи» но по работа хватать использовать как два телефон в основное для входящая вызов но иногда очень выручать свой деньга стоить,1
4947,при покупка быть оочень мало доступный внутренний память 1 3 гб обновить устройство добавиться проблема в вид не корректно работать тачскрин понести в сервисный центр где мы поменять сенсорный панель на новый что не решить проблема не корректно работать тачскрин при это решить проблема не достаточный кола ва свободный внутренний память расшириться до 3 с лишний гб,0
4948,железо экран цветопередача камера отличный аппарат за свой деньга,1
4952,в комплект нет наушник и шнур для комп у я батарея разряжаться катастрофически быстро даже в спать режим выключить весь что можно интернет даже не включать с момент покупка и приложение не закачивать рекомендация по устранение проблема не помочь многие писать что батарея хороший я не повезти,0
4953,тихий звук в динамика зарядка батарея остановиться на 67 понести сдавать обратно брак не стоить свой цена,0
4958,очень слабый батарея неудобный датчик отпечаток палец высокий цена до это телефон быть а5 2017 держать заряд 5 день батарея 3000 у s8 ого экран и начинка в раз хороший а батарея почему то остаться такой же и по этот пречин заряд таять на глаз так что если у кто есть возможность постоянно он заряжать брать апаратый отличный но если у вы постоянный командировка то помнить что хватить он на полтора сутки и это в режим ожидание,0
4959,наушник аккумулятор зарядка здохлый через месяц у два телефон если что то брать то с аккумулятор не менее 3000,0
4960,ну конечно же цена стильный дизаин в нога с время звук порадовать аккумулятор порадовать думать быть маленький держать при имущество камера снимать снимка не успеть глаз моргнуть на съёмка есть съёмка с свет фото вспышка от регулировать очень хорошо есть индикатор извещение брать ради камера 13мп не оправдать сдать не смочь так как пока вскрывать задний крышка по царапать вообщий как звонилка и выход интернет не плохой да ещё снимать не плохо главный ещё оправдать в использование несколько год,1
4962,из преимущество хотеться отметить экран хороший угол обзор и цветопередача остальной параметр на уровень цена отдельный плюс за заводский плёнка за она же и минус несколько пузырёк впечатление от аппарат в целое приятный для бюджетный неплохо однако всеобщий восторг про камера 13мп считать несколько завысить опять же туговатый автофокус но для начальный уровень вполне сойти мама тёща и том плата рекомендоваться,1
4969,мощность удобство использование мор всякий возможность хороший сборка из качественный материал смартфон обойтись я в 7 тысяча и считать что это даже дёшево работать отлично весь приложение стандартный и тот что сам установить работать плавно и загрузка быстрый процессор хорошо себя проявлять как при небольшой нагрузка так и когда по максимум телефон использовать вообще часто как навигатор он юзать удобно так как экран не маленький в принцип 5 5 дюйм аккумулятор на день хватать а в машина заряжать от прикуриватель чтобы сильный расход не быть камера пользоваться почти каждый день довольный качество фото и видео покупка стоящий не жалко потратить деньга,1
4970,1 найти к он родной футляр невозможно 2 нельзя поставить свой мелодия вызов только из предложить 3 нельзя поставить разный мелодия вызов на разный симка в дешёвый флай без проблема ставиться 4 при серфинг или блуждание в меню разряжаться прямо на глаз даже если яркость дисплей убрать на минимум 5 разный размер sim карта 6 обновление система от производитель похоже никогда не дождаться в качество простой звонилка годиться очень даже но в качество смартфон ни раз заряд батарея при серфинг или просто лазание по меню жрать немилосердно большой чем на половина час вряд ли хватить играть не пробовать но думать быть тоже самый а вот если имя пользоваться просто как телефон хватить похоже очень надолго по полный не проверять но как то раз три день заряд держаться на 99 в меню и интернет не лазить громкость при разговор по bluetooth гарнитур замечательный на мобильник fly 116 при полный громкость в шумный место разговаривать быть почти невозможно а здесь стоить половина громкость и кажется что собеседник орать ты прямо в ухо страшно представить что быть при полный громкость однако на тот же флай без проблема можно быть поставить свой мелодия вызов и разный мелодия вызов на разный симка а здесь нельзя родной чехол найти не смочь взять подходящий простой карман в общий очень неплохой телефон но никакой смартфон,0
4971,телефон просто разочаровать отсутствие датчик приближение фонарик камера отвратительный да масса всего не советовать дисплей отвратительный в план 2х касание он дико тупить если влага то вообще проблема это колоссальный минус аппарат самый страшный это неожиданный выключение аппарат из за разряд батарея хотя быть например 25 заряд не советовать разве что маленький ребёнок,0
4973,зернистость экран мор неудалять по крайне неудобно реализовать переключение между sim отсутствие индикатор пропустить вызов алюминий хм он почти нет первое и самый важный в перечень материал указанный алюминий ха вот между лицевой панель и торцевой бордюр который покрасить под алюминий есть тоненький вставочка действительно выполнить из алюминий ширина вставочка маленький миллиметр это собственно и весь металл присутствующий в корпус дать модель краска на бордюр я думать через квартал эксплуатация начать стираться для сравнение браться телефон meizu m5 разрешение экран такой же но на глаз разница космический если на мейза экранчик ровный то здесь прямо видный каждый отдельный пиксель быть скачать программа определять разрешение экран который подтвердить что разрешение соответствовать заявить так почему тогда такой дикий зернистость как на монитор пк супруг потратить битый час пока разобраться как же переключаться сим карта только на форум народный умелец найти решение по такой как например фб не удаляться некотор по встроить как отдельный страница рабочий стол оно тоже не уджаляться листать такой рабочий стол и попадать на какой то совершенно левый коммерческий программа который ты русский халявщик совершенно не нужный соответственно один страница рабочий стол долой индикатор пропустить вызов он нет это кааааак преимущество у телефон присутствовать но на фон модель остальной фирма который стоять значительно дешёвый и на фон нынешний ценовый политика компания дать преимущество просто превращаться в ноль,0
4975,тупить пользоваться имя почти половина год и за это время я уже успеть поменять динамик ещё в камера происходить сбой частенько виснуть это для я большой проблема мой прошлый леново так не вис как этот вывод такой хороший бы я купить хонора чем асус,0
4978,глубокий чёрный на экран и хороший цветапередача в целое ips весь же двойной камера 120 градусный угол обзоа и просто качество фотография видео вышка в свой сегмент фронтальный камера на 8 мп есть вспышка селфи выходить класс и чисто для видеосвязь норма полный порядок с производительность никакой подвисания и подлагивание нет здорово что помимо хорошеть работа с электропитание и установка ёмкий аккумулятор производитель не забыть про добротный камера экран и просто быстродействие устройство на уровень весь поставить перед он задача смартфон выполнять быстро,1
4979,на мой взгляд один и очень существенный недостаток это отвратительный камера фото и видео получаться по качество очень размытый и худой чем на телефон непопулярный бренд стоимость по 5 7 тысяча так что если планировать много фотографировать то хороший он не брать а для работа отлично подойти,0
4980,память очень мало флешек спасать только до один перезагрузка после который телефон прекращать она видеть приходиться переустанавливать заряд батарея хватать от сила на 3 час сидение в интернет камера ужасный не считать отсутствие автофокус нет обновление система главный минус при входящая вызов иногда отключаться сенсор не давать ответить на звонок очень спорный телефон пожалеть что купить,0
4981,цена производительность не сильно греться при нагрузка поддержка по производитель покупать жена весь отлично работать большой полгода заказать с али бампер и защитный стекло который на весь лицевой сторона в цвета телефон смотреться отлично в рука лежать нормальный обновиться до 7 дройд,1
4982,экран с множество настроить и фильтр синий много режим камера и весь полезный стоить адекватно мочь у я весь ещё не пройти вау эффект но телефон просто нереально радовать шустрый с красивый экран и хороший камера порадовать что можно тонко настроить цветопередача матрица или же выбрать один из несколько режим я почти весь время пользоваться режим с фильтр синий цвет в телефон сидеть и вправду много а так хоть глаз уставать на порядок маленький при просмотр фотография сам себя ставить режим суперцвет весь выглядеть очень насыщенно и ярко картинка реально наслаждаться претензия по мера работа выявить не быть весь чётко и весь пахать как надо,1
4983,1 android 6 02 13 mp камера обе3 угол обзор очень большие4 долго держать заряд5 качество экран hd6 интерфейс простой и не тормозит7 легко подобрать аксессуары8 наушник в комплект очень хороший купить взамен разбитый explay rio и не пожалеть тот кто говорят что мол камера не очень видимо не видеть камера телефон за 12000 и даже 20000 который кстати худой потому что фото нужно делать не при нулевой освещение и без соответствующий настройка а при нормальный деталь на фото очень чёткий играть в wo t blitz на максимальный на 3 g fps 30 40 тянуть многие прога в особенность тот что для камера совместимость начинка на 5,1
4991,батарея действительно держать хороший начинка для повседневный работа шустрый отпечаток пальц а экран тоже хороший качество сборка весь очень даже плотно для дать ценовый категория я кажется хороший хотеть самсунг j5 2017 год но переплачивать 5 000 только из за камера не решиться единственный недостаток это камера качество я не особо понравиться до это быть самсунг s 3 он год 5 и там камера в раз хороший так что для любитель выкладывать фото не советовать ну а при хороший освещение фото делать нормальный вообщий фото не сказать что плохой но и не впечатлять а так телефон очень даже хороший советовать,1
4992,весь просто супер мощь камера аккумулятор дисплей звук сравнение с iphone 4 и iphone 5 есть оба камера у asus на высота,1
4999,экран разбиться при первое падение очень не довольный качество стрелка экран,0
5000,основный недостаток являться задний бампер они сделать некачественно если быть точнее то иметь стык из за это царапаться задний крышка смартфон советовать после покупка не одевать бампер идти в комплект,0
5001,аккумулятор разряжаться при среднее использование интернет и звонок за один день даже сутки не держать игра не пользоваться вообще аккумулятор ну никак не 4000м число разочаровать на 100 завтра повезти в сервисный центр,0
5004,отличный мощный смартфон с хорошеть камера и аккумулятор,1
5007,плохо ловить сеть очень тихий динамик громкий связь очень скользкий корпус подвисать при входящий звонок заряд батарея на 12 часы пользоваться 1 неделя друг и коллега по работа стать жаловаться что до я не дозвониться действительно аппарат постоянно скакать между 3 g и 2 g при это терять сеть вообще очень низкий приём сеть на улица индикация не выше 2 х палка на индикатор виснуть при входящий звонок звонок идти а экран чёрный то есть не ответить сразу ужасный звук плеер и радио fm в комплектный да и в дорогой наушник hi fi очень тихий динамик гр связь звонок и смс часто пропускаться том к они просто не услышать да лёгкий дизайн не плохой экран хороший на на 2 касание камера приемлемый но функция телефон с хорошеть связь не выполнять возвратить обратно через неделя,0
5010,стильный и очень красивый телефон хороший камера с два вспышка достаточно память отдельный слот для два сим карта и карта память на многий телефон симка и на выбор два симка или карта память в магазин сразу купить чехол и защитный стекло в целое телефон довольный удобный и красивый недостаток не так уж и мешать советовать брать не пожалеть,1
5011,минимально нагружать глаз высокий качество съёмка разумный толщина корпус быстродействие селфи бомбезный снимать в дисплей очень понравиться что есть фильтр синий при он использование нагрузка на глаз на порядок маленький сидеть я в телефон достаточно часто и ничё глаз не вытекать при использование фильтр синий картинка мочь не столь насыщенный но я глаз важный аккумулятор с ёмкость в 4100 метр ач ожидание оправдать полностью очень долго держать и заряжаться приходиться редко не полениться проверить как работать зарядка другой устройство через otg от смартфон и весь пахать на отлично проблёмкий нету снимать хорошо и на основный и на фронтальный камера как фотография так и видео в тот число короче впечатление у я самый что ни на есть хороший,1
5012,отличный эргоногмика хороший встроить батарейка который хватать на 1 5 день полноценный работа хорошо оптимизировать операционный система в целое весь устраивать кроме малое объём память телефон ещё долго быть актуальный советовать,1
5020,плохо загружать соц сеть многие игра вылетать телефон за такой цена нормальный,0
5022,камера ужас максимум на 5 мп видео весь мурашка характеристика не соответствовать действительность за такой деньга ожедать больший не стоить,0
5024,• большой и удобный экран• палец по экран скользить на ура• очень стильный и красивый аппарат• миллион настройка если разобраться то можно сделать телефон на свой вкус• есть лёгкий режим для бабушка дедушка • быстро заряжаться • камера на весь 13 мег и на весь 5мег писать с это же телефон он просто изумительный пользоваться неделя и не раз не затупить некоторый виджет скачать это не проблема да и клава тоже можно скачать плохо то что нет ни яндекс ни гугл и снова можно скачать камера отменный заряжаться быстро жаль что нет наушниковва комплект в целое очень удобный и бюджетный смартфончик рекомендовать,1
5026,1 плохой приём и переключение между сим картами2 батр на день только звонок в интернет таять на глазах3 чудить блютуз сопряжение на один раз 4 греться по датчик до 70 градусов5 за месяц поцарапаться центральный кнопка и отпечаток как то не радовать по работе6 при плохой сигнал связь можно и не совершить звонок но под вода звонить проверить телефон не стоить свой деньга у самый сервисный центр по ремонт данные аппарат разочаровать но можно топить до это быть асус зенфон 3 как то по стабильный,0
5027,красивый и удобный классный весь нравиться,1
5028,хороший телефон а бренд за приемлемый деньга нужный быть для работа недорогой телефон с достойный характеристика взять этот модель потому что в немой есть весь что я нужно оптимальный по размер экран с хороший отклик красочный и с чёткий изображение работать шустро с повседневный задача абсолютно нормальный справляться есть lte интернет летать два симка плюс карта можно поставить батарейка приличный 2800 метр ач и хорошо что она съёмный можно при желание докупить ещё один поддерживать отг я флешек подключать через кабель и на она хранить весь тяжёлый файл подключать клавиатура определиться мгновенно и никакой доп приложение устанавливать не прийтись сканер отпечаток палец работать быстро и чутко приличный камера есть режим hdr и вообще в меню камера лишний программа нет фото получаться с хорошеть детализация часто фотографировать текст и таблица весь отлично видно размытость нет слышимость в оба сторона отличный,1
5035,камера очень качественный аккумулятор телефон очень хорошеть качественный сборка не скрипеть ничто выбирать между power и sony xperia xa но что автономность что камера в лыжа намного хороший нравиться что можно весь настроить даже сенсорный кнопка поменять если захотеть радовать что есть режим многооконность по работа часто выручать экран отличный картинка яркий и насыщенный зарядка смарт держать 2 сутки при среднее использование иногда даже телефон использовать как повербанк и заряжать телефон друг телефон очень довольный,1
5037,дизайн качество материал и сборка наличие nfc фирменный оболочка бампер в комплект и ещё много всего выбирать долго кропотливый просматривать обзор на ютьюб читать отзыв владелец и много раз смотреть смартфон в живой в магазин в итог выбрать именно этот модель и именно это производитель пока очень довольный смартфон производить впечатление качественный продукт от именитый бренд весь на высокий уровень материал комплектация дизайн качество сборка батарея очень хорошо держать заряд день полтора при интенсивный использование,1
5038,телефон отличный брать не пожалеть,1
5041,это батарея она иметь ёмкость 4130 метр ач кажется что много но вы ошибаться телефон в режим ожидание при весь выключить приложение и wi fi за 6 часы съедать от 20 до 30 а это ещё включить режим сверхсбережение энергия том е в обычный режим быть кушать большой покупать в суббота телефон зарядить уже раз 6 7 у я sony c3 лежать 6 день в режим ожидание с 1 сим принимать смс от 100 остаться 38 а у он 2500 метр ач этот же разрядиться в один ночь с 40 до 0 он обновлять вообще ненужный приложение который кстати очень много если вы захотеть купить этот телефон пожалуйста только при это не забыть купить внешний веб и носить всегда с себя а то мало ли причём в режим ожидание он кушать батарея так же как и при использование за весь день чудо а не телефон,0
